customer_id,recency_days,frequency,monetary,total_quantity,n_distinct_products,avg_order_value,tenure_days,avg_days_between_purchases,monetary_per_day,is_uk,churned,recency_ratio,frequency_trend,monetary_trend
12383,93,5,1628.56,1518,83,325.712,261,52.2,6.239693486590038,0,1,1.7816091954022988,0.2,0.04451609181403876
12384,30,1,212.69,60,13,212.69,30,30.0,7.089666666666667,0,0,1.0,1.0,1.0
12385,288,1,1668.4,594,64,1668.4,288,288.0,5.793055555555556,0,1,1.0,1.0,1.0
12386,246,2,401.9,354,10,200.95,275,137.5,1.4614545454545453,0,1,1.789090909090909,0.0,0.0
12387,324,1,143.94,134,9,143.94,324,324.0,0.44425925925925924,0,1,1.0,1.0,1.0
12388,57,6,2788.79,1299,77,464.79833333333335,491,81.83333333333333,5.679816700610998,0,0,0.6965376782077394,1.3333333333333333,1.4876632930580944
12389,311,3,1433.33,614,41,477.77666666666664,564,188.0,2.5413652482269504,0,1,1.6542553191489362,0.0,0.0
12391,373,5,2285.18,911,159,457.03599999999994,571,114.2,4.002066549912434,0,0,3.266199649737303,0.0,0.0
12392,500,1,234.75000000000003,73,7,234.75000000000003,500,500.0,0.4695000000000001,0,1,1.0,1.0,1.0
12393,154,5,1877.95,1017,53,375.59000000000003,337,67.4,5.572551928783383,0,0,2.2848664688427296,0.2,0.28929220846056203
12394,126,1,351.08,180,20,351.08,126,126.0,2.786349206349206,0,0,1.0,1.0,1.0
12395,21,11,3233.11,2693,121,293.9190909090909,511,46.45454545454545,6.327025440313112,0,0,0.452054794520548,1.0,0.5046151126329405
12396,583,1,931.4300000000001,591,65,931.4300000000001,583,583.0,1.5976500857632934,0,1,1.0,1.0,1.0
12397,44,1,1109.81,697,69,1109.81,44,44.0,25.222954545454545,0,0,1.0,1.0,1.0
12399,28,7,1842.3,2190,66,263.18571428571425,553,79.0,3.3314647377938518,0,1,0.35443037974683544,1.0,1.276662755511641
12400,323,1,205.25,91,11,205.25,323,323.0,0.6354489164086687,0,1,1.0,1.0,1.0
12401,212,1,69.3,10,4,69.3,212,212.0,0.3268867924528302,0,1,1.0,1.0,1.0
12402,232,6,1136.9,576,42,189.48333333333335,579,96.5,1.9635578583765114,0,1,2.4041450777202074,0.16666666666666666,0.20757720471187519
12403,430,1,555.6600000000001,162,3,555.6600000000001,430,430.0,1.292232558139535,0,0,1.0,1.0,1.0
12405,57,1,1390.39,849,53,1390.39,57,57.0,24.392807017543863,0,1,1.0,1.0,1.0
12406,92,4,4596.31,2391,81,1149.0775,606,151.5,7.5846699669967,0,0,0.6072607260726073,0.25,0.5447638824486065
12407,43,4,1242.36,1226,49,310.59,173,43.25,7.181271676300577,0,0,0.9942196531791907,0.6666666666666666,1.7510399150367288
12408,7,7,3226.27,1840,89,460.8957142857143,407,58.142857142857146,7.926953316953317,0,0,0.12039312039312039,1.0,1.505216500287218
12409,91,5,18553.7,10734,165,3710.7400000000002,474,94.8,39.14282700421941,0,0,0.959915611814346,0.2,0.5026944463791402
12410,217,3,773.71,335,35,257.90333333333336,411,137.0,1.8825060827250608,0,1,1.583941605839416,0.0,0.0
12411,318,1,346.9,138,22,346.9,318,318.0,1.090880503144654,0,1,1.0,1.0,1.0
12412,46,5,2098.79,1758,73,419.758,448,89.6,4.684799107142857,0,0,0.5133928571428572,0.5,0.6624757531372472
12413,145,3,695.25,233,36,231.75,311,103.66666666666667,2.235530546623794,0,0,1.3987138263665595,0.3333333333333333,0.13840745585349903
12414,126,4,532.41,489,19,133.1025,372,93.0,1.4312096774193548,0,1,1.3548387096774193,0.6666666666666666,1.6050498144168786
12415,8,18,121206.72,80770,436,6733.706666666667,436,24.22222222222222,277.99706422018346,0,0,0.3302752293577982,1.7142857142857142,3.5630591932633657
12416,565,1,202.56,132,11,202.56,565,565.0,0.3585132743362832,0,1,1.0,1.0,1.0
12417,15,18,5255.83,2518,251,291.99055555555555,642,35.666666666666664,8.186651090342679,0,0,0.42056074766355145,0.7272727272727273,1.124735763567505
12418,21,4,2021.2,1088,90,505.3,539,134.75,3.7499072356215213,0,1,0.15584415584415584,0.25,0.4939200070920939
12419,294,2,391.01,227,22,195.505,322,161.0,1.2143167701863353,0,1,1.826086956521739,0.0,0.0
12421,23,5,724.12,568,37,144.824,414,82.8,1.7490821256038647,0,0,0.2777777777777778,0.5,0.981148056064042
12422,4,12,3639.35,2579,135,303.27916666666664,630,52.5,5.776746031746032,0,1,0.0761904761904762,0.4444444444444444,0.36504252223605466
12423,9,9,2107.75,1570,118,234.19444444444446,374,41.55555555555556,5.635695187165775,0,1,0.21657754010695188,1.0,1.0309249556976656
12424,71,4,3340.0299999999997,2025,78,835.0074999999999,457,114.25,7.308599562363238,0,1,0.6214442013129103,0.6666666666666666,1.1144822697728582
12425,357,1,964.21,651,55,964.21,357,357.0,2.7008683473389357,0,0,1.0,1.0,1.0
12426,103,2,1201.21,576,72,600.605,571,285.5,2.1036952714535904,0,1,0.3607705779334501,0.5,0.7386041534100769
12427,280,1,249.5,76,9,249.5,280,280.0,0.8910714285714286,0,0,1.0,1.0,1.0
12428,29,7,6076.92,3361,250,868.1314285714286,192,27.428571428571427,31.650625,0,0,1.0572916666666667,0.3333333333333333,0.18701492479015067
12429,81,7,4936.89,2359,106,705.2700000000001,455,65.0,10.850307692307693,0,0,1.2461538461538462,0.3333333333333333,0.37449582603806253
12431,28,21,8519.34,3782,219,405.68285714285713,602,28.666666666666668,14.151727574750831,0,0,0.9767441860465116,1.0,1.249137469082193
12432,81,2,3316.66,1426,74,1658.33,81,40.5,40.94641975308642,0,0,2.0,0.0,0.0
12433,0,6,9813.5,7894,227,1635.5833333333333,385,64.16666666666667,25.48961038961039,0,0,0.0,0.16666666666666666,0.3619162992843851
12434,169,2,583.54,215,34,291.77,290,145.0,2.012206896551724,0,0,1.1655172413793105,0.0,0.0
12435,176,5,10075.03,3782,81,2015.006,646,129.2,15.596021671826627,0,0,1.3622291021671828,0.5,1.8175241876852524
12436,8,1,429.01,209,15,429.01,8,8.0,53.62625,0,1,1.0,1.0,1.0
12437,7,31,9340.4,6808,229,301.3032258064516,646,20.838709677419356,14.458823529411765,0,0,0.33591331269349844,0.7777777777777778,0.517796502767045
12438,49,1,770.0699999999999,583,48,770.0699999999999,49,49.0,15.715714285714284,0,0,1.0,1.0,1.0
12439,591,2,1142.88,478,69,571.44,634,317.0,1.8026498422712935,0,1,1.864353312302839,0.0,0.0
12440,371,2,739.2,328,20,369.6,626,313.0,1.1808306709265177,0,1,1.1853035143769968,0.0,0.0
12441,275,1,155.55,120,10,155.55,275,275.0,0.5656363636363637,0,1,1.0,1.0,1.0
12443,641,1,365.31,179,20,365.31,641,641.0,0.5699063962558503,0,1,1.0,1.0,1.0
12444,30,2,2347.27,643,95,1173.635,80,40.0,29.340875,0,0,0.75,0.5,0.2549540401881146
12445,329,1,301.58000000000004,144,20,301.58000000000004,329,329.0,0.9166565349544075,0,0,1.0,1.0,1.0
12447,152,1,431.49,187,25,431.49,152,152.0,2.83875,0,1,1.0,1.0,1.0
12449,0,4,3058.18,1730,92,764.545,347,86.75,8.813198847262248,0,0,0.0,1.5,3.5014420247204234
12450,65,5,688.2,442,31,137.64000000000001,383,76.6,1.7968668407310706,0,1,0.8485639686684073,0.5,0.4027517707400472
12451,127,5,8942.18,6889,259,1788.4360000000001,438,87.6,20.41593607305936,0,0,1.449771689497717,0.2,0.36435657762854184
12453,43,1,707.09,473,43,707.09,43,43.0,16.443953488372095,0,1,1.0,1.0,1.0
12454,304,3,12931.44,6696,8,4310.4800000000005,330,110.0,39.18618181818182,0,0,2.7636363636363637,0.0,0.0
12455,36,8,5460.45,2973,180,682.55625,630,78.75,8.667380952380952,0,0,0.45714285714285713,0.8,0.6138607424743432
12456,40,2,1825.4,1062,76,912.7,163,81.5,11.198773006134969,0,0,0.49079754601226994,0.5,1.3380314144168364
12457,142,4,1419.93,641,36,354.9825,344,86.0,4.127703488372093,0,0,1.6511627906976745,1.5,1.7661773866998907
12458,193,3,1077.01,745,57,359.00333333333333,396,132.0,2.7197222222222224,0,0,1.4621212121212122,0.3333333333333333,0.5054113309779497
12459,514,1,398.36,256,22,398.36,514,514.0,0.7750194552529183,0,1,1.0,1.0,1.0
12460,365,1,296.65,168,17,296.65,365,365.0,0.8127397260273972,0,1,1.0,1.0,1.0
12461,63,1,626.88,282,34,626.88,63,63.0,9.95047619047619,0,1,1.0,1.0,1.0
12462,212,1,594.11,281,39,594.11,212,212.0,2.8024056603773584,0,0,1.0,1.0,1.0
12463,84,3,877.79,571,50,292.59666666666664,150,50.0,5.851933333333333,0,0,1.68,0.0,0.0
12464,15,6,615.55,70,5,102.59166666666665,218,36.333333333333336,2.823623853211009,0,0,0.4128440366972477,0.4,0.3985482590450266
12465,78,1,410.94,292,25,410.94,78,78.0,5.268461538461539,0,0,1.0,1.0,1.0
12467,332,1,132.8,129,9,132.8,332,332.0,0.4,0,1,1.0,1.0,1.0
12468,96,5,3238.7400000000002,2177,126,647.748,591,118.2,5.48010152284264,0,1,0.8121827411167513,0.5,0.2546433273952444
12469,431,2,3070.54,2552,76,1535.27,445,222.5,6.9000898876404495,0,1,1.9370786516853933,0.0,0.0
12470,598,1,211.95,95,23,211.95,598,598.0,0.35443143812709027,0,1,1.0,1.0,1.0
12471,16,61,27376.25,12782,210,448.7909836065574,641,10.508196721311476,42.708658346333856,0,0,1.5226209048361934,0.55,0.9137903916394331
12472,47,17,13452.78,9254,366,791.34,634,37.294117647058826,21.218895899053628,0,0,1.2602523659305993,0.5,0.7471102863546818
12473,23,2,1013.75,844,59,506.875,100,50.0,10.1375,0,0,0.46,0.5,0.717906177521204
12474,7,24,8600.72,5860,284,358.3633333333333,575,23.958333333333332,14.957773913043477,0,0,0.2921739130434783,1.2727272727272727,1.0475020708960554
12475,318,1,396.26,234,24,396.26,318,318.0,1.2461006289308176,0,0,1.0,1.0,1.0
12476,50,13,9109.16,4280,291,700.7046153846154,410,31.53846153846154,22.217463414634146,0,0,1.5853658536585364,0.2727272727272727,0.29466001205106923
12477,9,6,15890.66,4984,276,2648.443333333333,532,88.66666666666667,29.86966165413534,0,0,0.10150375939849623,0.75,1.2516992248105951
12480,52,6,3842.17,2314,145,640.3616666666667,416,69.33333333333333,9.235985576923078,0,0,0.75,0.4,0.4263176060598188
12481,88,12,9700.95,6176,212,808.4125,516,43.0,18.80029069767442,0,0,2.046511627906977,0.8571428571428571,0.4489107725025127
12482,485,27,21941.72,27040,41,812.6562962962963,562,20.814814814814813,39.04220640569395,0,1,23.300711743772244,0.0,0.0
12483,7,17,3448.26,1819,59,202.83882352941177,586,34.470588235294116,5.884402730375427,0,0,0.20307167235494883,0.6363636363636364,0.8354938271604938
12484,12,8,4828.43,2912,295,603.55375,590,73.75,8.183779661016949,0,0,0.16271186440677965,0.5,1.9833763698587827
12485,438,1,708.1,414,34,708.1,438,438.0,1.6166666666666667,0,1,1.0,1.0,1.0
12486,340,1,917.28,520,48,917.28,340,340.0,2.697882352941176,0,1,1.0,1.0,1.0
12487,639,1,285.3,174,2,285.3,639,639.0,0.44647887323943664,0,1,1.0,1.0,1.0
12489,245,1,298.93,103,14,298.93,245,245.0,1.2201224489795919,0,1,1.0,1.0,1.0
12490,2,16,7115.3,4807,170,444.70625,647,40.4375,10.997372488408038,0,0,0.04945904173106646,0.7,1.0819765655856408
12492,14,2,488.39000000000004,316,29,244.19500000000002,312,156.0,1.5653525641025643,0,0,0.08974358974358974,0.5,0.28448818897637795
12493,74,2,379.74,204,18,189.87,106,53.0,3.5824528301886795,0,1,1.3962264150943395,0.0,0.0
12494,70,7,1240.03,625,61,177.14714285714285,485,69.28571428571429,2.556762886597938,0,0,1.0103092783505154,0.6,1.365128068303095
12495,549,1,277.4,128,16,277.4,549,549.0,0.5052823315118397,0,1,1.0,1.0,1.0
12496,529,2,45.34,30,10,22.67,529,264.5,0.08570888468809075,0,1,2.0,0.0,0.0
12497,309,2,5043.400000000001,4440,29,2521.7000000000003,553,276.5,9.120072332730562,0,0,1.1175406871609403,0.0,0.0
12499,469,1,357.72,300,26,357.72,469,469.0,0.7627292110874201,0,1,1.0,1.0,1.0
12500,15,13,3147.23,1951,74,242.0946153846154,582,44.76923076923077,5.407611683848797,0,0,0.3350515463917526,0.75,1.0982744486433527
12501,245,1,2025.39,1775,148,2025.39,245,245.0,8.266897959183673,0,1,1.0,1.0,1.0
12502,4,5,2995.87,794,101,599.174,218,43.6,13.742522935779816,0,1,0.09174311926605504,0.5,1.0253911397965734
12503,493,1,896.0,560,1,896.0,493,493.0,1.817444219066937,0,1,1.0,1.0,1.0
12504,326,2,261.0,366,7,130.5,505,252.5,0.5168316831683168,0,0,1.2910891089108911,0.0,0.0
12505,317,1,787.2,318,41,787.2,317,317.0,2.4832807570977917,0,1,1.0,1.0,1.0
12506,141,1,73.5,23,23,73.5,141,141.0,0.5212765957446809,0,1,1.0,1.0,1.0
12507,43,4,1508.06,1244,45,377.015,493,123.25,3.05894523326572,0,1,0.3488843813387424,1.5,2.3075287671232876
12509,193,1,158.5,54,6,158.5,193,193.0,0.8212435233160622,0,1,1.0,1.0,1.0
12510,51,7,3039.03,2021,92,434.1471428571429,644,92.0,4.718990683229814,0,1,0.5543478260869565,0.3333333333333333,0.366023204191493
12511,337,1,3084.02,1753,190,3084.02,337,337.0,9.15139465875371,0,1,1.0,1.0,1.0
12513,21,1,558.29,459,34,558.29,21,21.0,26.585238095238093,0,1,1.0,1.0,1.0
12514,176,2,1597.76,840,76,798.88,550,275.0,2.905018181818182,0,1,0.64,0.5,1.7513595374130928
12515,262,1,278.7,128,15,278.7,262,262.0,1.0637404580152672,0,1,1.0,1.0,1.0
12516,89,3,1631.76,1406,41,543.92,508,169.33333333333334,3.2121259842519683,0,0,0.5255905511811023,0.3333333333333333,0.47953894668164854
12517,35,2,1431.45,829,172,715.725,99,49.5,14.459090909090909,0,0,0.7070707070707071,0.5,0.9081523911016384
12518,19,1,288.83,185,17,288.83,19,19.0,15.20157894736842,0,0,1.0,1.0,1.0
12519,385,1,349.7,210,21,349.7,385,385.0,0.9083116883116883,0,0,1.0,1.0,1.0
12520,51,4,1829.85,1087,103,457.4625,182,45.5,10.054120879120878,0,0,1.120879120879121,0.25,0.205648772521336
12521,51,1,545.68,306,37,545.68,51,51.0,10.699607843137255,0,1,1.0,1.0,1.0
12523,16,19,3238.33,1939,143,170.43842105263158,641,33.73684210526316,5.051996879875195,0,0,0.47425897035881437,0.8181818181818182,0.48168324757004
12524,71,15,8592.87,5704,137,572.8580000000001,578,38.53333333333333,14.866557093425607,0,0,1.8425605536332181,0.6,0.4691908045112396
12525,407,3,883.73,504,55,294.57666666666665,556,185.33333333333334,1.5894424460431655,0,1,2.196043165467626,0.0,0.0
12526,3,1,484.3,316,28,484.3,3,3.0,161.43333333333334,0,0,1.0,1.0,1.0
12527,203,4,653.72,512,23,163.43,438,109.5,1.4925114155251142,0,0,1.8538812785388128,0.25,0.30339225991399904
12528,23,4,1089.37,492,45,272.3425,221,55.25,4.929276018099547,0,0,0.416289592760181,0.6666666666666666,0.5972372777077901
12529,437,1,316.48,192,21,316.48,437,437.0,0.7242105263157895,0,1,1.0,1.0,1.0
12530,32,8,2976.63,2381,84,372.07875,551,68.875,5.402232304900181,0,0,0.4646098003629764,0.5,0.5821794067949713
12531,595,1,1645.98,1065,109,1645.98,595,595.0,2.7663529411764705,0,0,1.0,1.0,1.0
12533,536,2,1223.89,696,62,611.945,647,323.5,1.8916383307573417,0,1,1.6568778979907264,0.0,0.0
12534,39,1,981.18,645,62,981.18,39,39.0,25.158461538461538,0,1,1.0,1.0,1.0
12535,0,2,716.35,219,28,358.175,95,47.5,7.5405263157894735,0,1,0.0,0.5,0.926030339642905
12537,317,1,612.94,446,42,612.94,317,317.0,1.9335646687697163,0,1,1.0,1.0,1.0
12538,287,1,276.5,145,13,276.5,287,287.0,0.9634146341463414,0,0,1.0,1.0,1.0
12539,171,6,10136.09,4088,246,1689.3483333333334,625,104.16666666666667,16.217744,0,0,1.6416,0.75,0.8039452610598995
12540,1,26,15545.11,8675,300,597.8888461538462,641,24.653846153846153,24.25134165366615,0,0,0.0405616224648986,0.9285714285714286,1.3140118334387676
12541,82,2,480.14,417,26,240.07,189,94.5,2.5404232804232803,0,0,0.8677248677248677,0.5,0.685844428871759
12542,393,2,481.88,522,39,240.94,549,274.5,0.8777413479052824,0,1,1.4316939890710383,0.0,0.0
12543,357,1,840.25,683,42,840.25,357,357.0,2.353641456582633,0,1,1.0,1.0,1.0
12545,168,1,544.15,343,33,544.15,168,168.0,3.238988095238095,0,0,1.0,1.0,1.0
12547,106,3,299.58,306,12,99.86,409,136.33333333333334,0.7324694376528117,0,1,0.7775061124694376,1.0,1.020298427207958
12548,75,1,67.19999999999999,48,4,67.19999999999999,75,75.0,0.8959999999999998,0,1,1.0,1.0,1.0
12549,484,5,1570.68,1365,37,314.136,606,121.2,2.591881188118812,0,1,3.993399339933993,0.0,0.0
12551,266,1,168.0,100,10,168.0,266,266.0,0.631578947368421,0,1,1.0,1.0,1.0
12553,19,9,2940.06,1689,95,326.67333333333335,332,36.888888888888886,8.855602409638553,0,0,0.5150602409638555,0.42857142857142855,0.4623118076410573
12554,357,1,384.5,237,25,384.5,357,357.0,1.07703081232493,0,1,1.0,1.0,1.0
12556,60,1,308.75,163,60,308.75,60,60.0,5.145833333333333,0,0,1.0,1.0,1.0
12557,67,7,15106.14,5462,15,2158.02,631,90.14285714285714,23.939999999999998,0,0,0.7432646592709985,1.0,1.474073807192058
12559,219,2,525.71,281,20,262.855,228,114.0,2.305745614035088,0,1,1.9210526315789473,0.0,0.0
12560,52,1,1292.31,812,76,1292.31,52,52.0,24.852115384615384,0,0,1.0,1.0,1.0
12561,211,1,238.85,177,16,238.85,211,211.0,1.1319905213270143,0,1,1.0,1.0,1.0
12562,35,5,2484.41,1307,67,496.88199999999995,344,68.8,7.2221220930232555,0,0,0.5087209302325582,1.0,1.384818361511447
12563,317,1,221.24,112,12,221.24,317,317.0,0.6979179810725552,0,1,1.0,1.0,1.0
12564,170,1,402.90000000000003,130,20,402.90000000000003,170,170.0,2.37,0,1,1.0,1.0,1.0
12565,197,1,145.92000000000002,80,9,145.92000000000002,197,197.0,0.7407106598984773,0,1,1.0,1.0,1.0
12567,5,14,9298.18,4485,314,664.1557142857143,575,41.07142857142857,16.170747826086956,0,0,0.12173913043478261,1.5,3.3592630789424343
12568,553,1,52.0,47,4,52.0,553,553.0,0.09403254972875226,0,1,1.0,1.0,1.0
12569,1,15,1645.68,828,47,109.712,161,10.733333333333333,10.221614906832299,0,0,0.09316770186335405,1.2857142857142858,0.7055911171876619
12571,30,1,248.35,197,14,248.35,30,30.0,8.278333333333332,0,0,1.0,1.0,1.0
12573,136,5,717.41,479,107,143.482,374,74.8,1.9182085561497326,0,1,1.8181818181818183,0.2,0.28777313711079644
12574,224,1,182.45000000000002,59,10,182.45000000000002,224,224.0,0.8145089285714286,0,1,1.0,1.0,1.0
12575,366,2,568.82,312,33,284.41,435,217.5,1.307632183908046,0,1,1.6827586206896552,0.0,0.0
12576,4,7,1683.44,1190,96,240.49142857142857,435,62.142857142857146,3.869977011494253,0,0,0.06436781609195402,1.0,1.2522563478586424
12577,268,6,1186.3899999999999,856,195,197.73166666666665,645,107.5,1.8393643410852711,0,0,2.4930232558139536,2.5,4.612810210352163
12578,239,3,3036.6,1917,108,1012.1999999999999,352,117.33333333333333,8.626704545454546,0,0,2.0369318181818183,0.0,0.0
12580,155,2,962.9,564,51,481.45,485,242.5,1.985360824742268,0,1,0.6391752577319587,0.5,0.6499486477233823
12582,147,4,1820.4,981,87,455.1,486,121.5,3.745679012345679,0,1,1.2098765432098766,0.6666666666666666,0.23901390438355422
12583,15,21,9696.41,6891,116,461.7338095238095,642,30.571428571428573,15.103442367601247,0,0,0.49065420560747663,1.0,1.0360091959814821
12584,36,4,698.59,135,26,174.6475,189,47.25,3.6962433862433866,0,0,0.7619047619047619,1.5,0.8379791398470956
12585,143,2,1824.1,1267,76,912.05,260,130.0,7.01576923076923,0,1,1.1,0.0,0.0
12586,283,3,1865.73,608,76,621.91,632,210.66666666666666,2.952104430379747,0,0,1.3433544303797469,0.3333333333333333,0.7771610814927645
12588,308,2,543.88,380,26,271.94,506,253.0,1.0748616600790515,0,0,1.2173913043478262,0.0,0.0
12589,53,5,2833.73,1521,105,566.746,598,119.6,4.738678929765887,0,0,0.44314381270903014,0.2,0.04170908008510857
12590,120,1,9341.26,4282,67,9341.26,120,120.0,77.84383333333334,0,1,1.0,1.0,1.0
12591,226,3,1114.95,645,62,371.65000000000003,317,105.66666666666667,3.517192429022082,0,1,2.138801261829653,0.0,0.0
12592,1,4,1723.64,1866,40,430.91,428,107.0,4.027196261682243,0,1,0.009345794392523364,0.6666666666666666,0.30354335469827065
12593,17,3,382.1,204,13,127.36666666666667,127,42.333333333333336,3.008661417322835,0,1,0.40157480314960625,1.0,0.9059701492537313
12594,30,12,4081.79,2424,77,340.14916666666664,555,46.25,7.3545765765765765,0,0,0.6486486486486487,1.1666666666666667,1.4260587441841117
12595,413,1,281.02,270,18,281.02,413,413.0,0.6804358353510895,0,1,1.0,1.0,1.0
12596,151,1,213.95,154,14,213.95,151,151.0,1.416887417218543,0,0,1.0,1.0,1.0
12597,92,2,1120.81,664,71,560.405,177,88.5,6.332259887005649,0,0,1.03954802259887,0.0,0.0
12598,70,6,2807.39,1897,101,467.8983333333333,557,92.83333333333333,5.040197486535009,0,0,0.7540394973070018,0.75,1.0262407919134784
12599,35,12,1869.18,1968,41,155.76500000000001,486,40.5,3.8460493827160493,0,0,0.8641975308641975,0.8571428571428571,0.6417472830380813
12600,21,18,3795.37,1123,46,210.8538888888889,641,35.611111111111114,5.921014040561622,0,0,0.5897035881435256,1.1111111111111112,1.2329486636551854
12601,98,6,573.26,284,23,95.54333333333334,313,52.166666666666664,1.8315015974440894,0,1,1.878594249201278,0.4,0.4300727164060165
12604,170,1,160.5,136,9,160.5,170,170.0,0.9441176470588235,0,0,1.0,1.0,1.0
12605,285,3,1124.95,921,62,374.98333333333335,367,122.33333333333333,3.065258855585831,0,1,2.329700272479564,0.0,0.0
12608,313,1,415.79,323,16,415.79,313,313.0,1.3284025559105432,1,1,1.0,1.0,1.0
12609,95,8,2731.7400000000002,1402,116,341.46750000000003,628,78.5,4.3499044585987265,0,0,1.2101910828025477,0.5,0.646764610174394
12610,15,2,1104.25,620,67,552.125,35,17.5,31.55,0,0,0.8571428571428571,0.5,0.3224648519294047
12613,106,8,4521.51,3249,172,565.18875,634,79.25,7.131719242902209,0,0,1.337539432176656,0.8,0.6315854032505367
12614,186,1,315.6,76,20,315.6,186,186.0,1.6967741935483873,0,1,1.0,1.0,1.0
12615,77,5,3850.53,2341,166,770.106,540,108.0,7.1306111111111115,0,0,0.7129629629629629,0.2,0.1775534351028345
12616,4,3,1023.1,492,31,341.03333333333336,297,99.0,3.4447811447811447,0,1,0.04040404040404041,0.3333333333333333,0.7000332005312085
12619,25,5,1675.9199999999998,1886,31,335.18399999999997,469,93.8,3.573390191897654,0,0,0.26652452025586354,2.0,10.881252656936375
12620,113,1,561.66,434,33,561.66,113,113.0,4.970442477876106,0,0,1.0,1.0,1.0
