date,revenue,quantity,n_invoices,n_customers,revenue_roll7_mean,revenue_roll7_std,quantity_roll7_mean,quantity_roll7_std,revenue_roll14_mean,revenue_roll14_std,quantity_roll14_mean,quantity_roll14_std,revenue_roll30_mean,revenue_roll30_std,quantity_roll30_mean,quantity_roll30_std
2010-02-22,26353.58,13427,48,41,22296.772857142856,12300.485453510515,13302.285714285714,8456.412906078749,19140.815,12434.620079906395,16550.071428571428,24051.31133947485,18824.990999999998,10540.311862270128,13231.033333333333,16868.992747321798
2010-02-23,22278.27,11859,47,42,21141.207142857143,11785.106373250257,12611.57142857143,8329.71847977955,19401.727857142858,12461.26954165164,16622.14285714286,24034.422621466336,19038.372,10543.366354484942,13331.566666666668,16850.917301713736
2010-02-24,32729.34,22444,63,47,22045.72428571429,12478.376164645591,12244.857142857143,7727.599097360305,21108.43,12538.809710500365,17957.285714285714,23782.3335738901,19385.107,10822.603289382474,13745.533333333333,16919.292201575656
2010-02-25,46180.01,26301,67,55,23535.84857142857,14795.247447691247,13166.142857142857,9055.9362193825,23345.84,14041.951722625798,19191.285714285714,23731.35758841055,19666.322666666663,11409.75960617409,13858.233333333334,16993.60820544683
2010-02-26,16187.18,7415,36,26,22160.15142857143,14994.150459536355,12428.142857142857,9318.267264332131,23716.190714285716,13756.832606929127,19174.85714285714,23740.0436486448,19274.6,11317.30742649168,13510.933333333332,17016.005540288425
2010-02-27,0.0,0,0,0,22160.15142857143,14994.150459536355,12428.142857142857,9318.267264332131,23716.190714285716,13756.832606929127,19174.85714285714,23740.0436486448,18614.704333333335,11850.41181397991,13136.2,17190.588243731432
2010-02-28,16628.99,8408,53,50,22908.195714285717,14489.56867329834,12836.285714285714,9024.790112319986,23640.72,13795.306254863524,18997.285714285714,23815.92375646232,18539.234666666667,11855.786078958465,13077.966666666667,17203.989101334915
2010-03-01,25397.34,21440,58,49,22771.59,14456.141374170356,13981.0,9601.93886670812,22534.181428571428,12897.468071587864,13641.642857142857,8699.518913375365,19385.81266666667,11383.684332359753,13792.633333333333,17086.90557825582
2010-03-02,25490.46,11887,55,48,23230.47428571429,14488.817564595412,13985.0,9600.913324609628,22185.840714285714,12734.462720306807,13298.285714285714,8664.5722112748,19627.14966666667,11435.410728801831,13831.6,17080.98402357994
2010-03-03,33438.17,20365,62,52,23331.735714285714,14568.526757590436,13688.0,9323.782100985987,22688.73,13048.723634719096,12966.42857142857,8261.036987563364,20137.864999999998,11704.59368657354,14202.833333333334,17098.495798094966
2010-03-04,31375.63,18525,73,66,21216.824285714283,11436.800807840822,12577.142857142857,7929.567567624594,22376.336428571427,12761.18247556875,12871.642857142857,8183.202115470278,20488.568666666666,11883.06802311495,14450.6,17105.716315374488
2010-03-05,26776.59,18222,81,55,22729.597142857143,11360.727510779863,14121.0,7808.120559178546,22444.874285714286,12783.640401639963,13274.57142857143,8305.750035267827,20691.972999999998,11938.456147854957,14715.533333333333,17100.347011468617
2010-03-06,0.0,0,0,0,22729.597142857143,11360.727510779863,14121.0,7808.120559178546,22444.874285714286,12783.640401639963,13274.57142857143,8305.750035267827,19949.382666666665,12515.335824689828,14289.3,17308.17188328621
2010-03-07,19342.9,10911,56,46,23117.29857142857,11162.413871911736,14478.57142857143,7556.136686101413,23012.74714285714,12426.508689501969,13657.42857142857,8041.6803038848775,19885.028,12513.255697288634,14308.466666666667,17303.960991102853
2010-03-08,35825.43,15566,75,65,24607.02571428571,12167.990161730157,13639.42857142857,6956.56881077501,23689.30785714286,12872.244837246451,13810.214285714286,8057.270134944738,21079.209,12256.969172768971,14827.333333333334,17092.201696989614
2010-03-09,21573.33,12343,56,50,24047.43571428571,12210.588125535227,13704.57142857143,6939.537853419897,23638.954999999998,12879.565722685706,13844.785714285714,8049.288427017543,21236.059,12231.2994355353,14866.2,17084.938988316077
2010-03-10,26550.38,17918,61,47,23063.465714285714,11589.450915775165,13355.0,6601.507201642163,23197.600714285712,12647.882027833417,13521.5,7763.15246979155,21591.514333333333,12225.428581027509,15176.833333333334,17051.746762748957
2010-03-11,23990.61,14178,48,39,22008.462857142855,11029.268179022141,12734.0,6228.005646539937,21612.643571428573,10801.938702044037,12655.57142857143,6850.506390201945,21770.351666666666,12219.784539584813,15287.766666666666,17033.442721413605
2010-03-12,21279.39,11025,36,30,21223.148571428574,10827.03422362964,11705.857142857143,5746.467304021702,21976.372857142855,10690.353859967847,12913.42857142857,6704.458914831175,22185.147666666664,11974.311778352176,15530.2,16914.94035257099
2010-03-13,0.0,0,0,0,21223.148571428574,10827.03422362964,11705.857142857143,5746.467304021702,21976.372857142855,10690.353859967847,12913.42857142857,6704.458914831175,21689.93866666667,12579.747688000325,15229.366666666667,17113.712460225113
2010-03-14,8924.0,4898,24,22,19734.734285714287,11800.94700838433,10846.857142857143,6307.155630143996,21426.016428571427,11174.204829633014,12662.714285714286,6947.136670030884,21620.663,12646.180369079717,15137.8,17162.969818568796
2010-03-15,26552.95,15053,56,41,18410.094285714287,10090.168323817086,10773.57142857143,6245.865375247392,21508.56,11210.00838958719,12206.5,6523.178104032034,22505.761333333336,11993.134350021548,15639.566666666668,16923.519204173313
2010-03-16,23517.46,12837,45,42,18687.827142857142,10217.69834155049,10844.142857142857,6269.300530590083,21367.63142857143,11168.423360799132,12274.357142857143,6524.539884834108,22700.157333333333,11959.527390261126,15704.333333333334,16908.442800980312
2010-03-17,30489.06,78795,48,40,19250.495714285713,10813.890330355756,19540.85714285714,26688.55694505651,21156.980714285717,10948.899384131617,16447.928571428572,18951.518540594716,22353.496666666662,11558.11512274065,15116.866666666667,14076.37908165927
2010-03-18,40040.58,23617,84,70,21543.34857142857,13382.825100700806,20889.285714285714,26610.778885721516,21775.905714285716,11784.036610830579,16811.64285714286,19043.088876008544,22675.941666666666,11918.696703350099,15347.633333333333,14159.627299993195
2010-03-19,23404.5,13342,54,45,21846.93571428571,13399.93221683833,21220.285714285714,26481.72885666824,21535.04214285714,11708.179282258632,16463.071428571428,19059.942543558103,22576.167666666668,11898.97868674005,14958.666666666666,14044.828930184976
2010-03-20,0.0,0,0,0,21846.93571428571,13399.93221683833,21220.285714285714,26481.72885666824,21535.04214285714,11708.179282258632,16463.071428571428,19059.942543558103,21384.529666666665,12316.993073161138,14296.933333333332,14272.157169512404
2010-03-21,20429.08,12223,56,51,23490.518571428573,12202.783805264036,22266.714285714286,25866.84115951209,21612.62642857143,11696.12822840605,16556.785714285714,19033.751565123912,21204.930333333334,12289.38301789925,14285.0,14273.790954294394
2010-03-22,24799.27,12763,56,49,23239.992857142854,12147.308328051819,21939.571428571428,25987.479625498785,20825.04357142857,11016.977455288372,16356.57142857143,19059.699802762592,22031.572666666667,11630.23585410085,14710.433333333332,14021.310863217763
2010-03-23,32284.36,54440,67,57,24492.407142857144,12623.301178762911,27882.85714285714,28220.137959907115,21590.117142857143,11436.851952921188,19363.5,21537.43456528298,22727.962,11596.661324620725,16340.066666666668,15664.79657006784
2010-03-24,28183.82,14309,68,58,24163.087142857144,12469.923266634687,18670.571428571428,17206.573209650072,21706.79142857143,11499.507357409739,19105.714285714286,21577.62782081539,22788.970000000005,11621.181143324682,16369.466666666667,15659.967674545693
2010-03-25,31925.24,17003,79,66,23003.75285714286,11043.412540977708,17725.714285714286,17070.74165264733,22273.550714285717,11812.009995466773,19307.5,21541.17932186915,23110.53566666667,11739.429822987391,16540.933333333334,15637.022899766313
2010-03-26,32114.14,20892,61,48,24247.987142857142,11573.990137497543,18804.285714285714,16985.908490219037,23047.46142857143,12093.45103949867,20012.285714285714,21410.36413094789,23090.029000000002,11722.573336094738,16489.2,15619.37718392744
2010-03-27,0.0,0,0,0,24247.987142857142,11573.990137497543,18804.285714285714,16985.908490219037,23047.46142857143,12093.45103949867,20012.285714285714,21410.36413094789,21550.695333333337,11617.55332943235,15612.5,15786.886281515974
2010-03-28,22348.05,14484,58,55,24522.125714285714,11490.888650752611,19127.285714285714,16860.93990771062,24006.322142857145,11399.782298974746,20697.0,21039.89733449652,21756.057666666668,11573.843999173496,15848.133333333333,15712.894320036767
2010-03-29,58983.01,25125,85,41,29405.51714285714,17381.91725994644,20893.285714285714,16730.13707569154,26322.755,14757.466943114041,21416.428571428572,21004.232176889,23722.158,12705.165256711161,16685.633333333335,15507.296532841283
2010-03-30,37747.9,19249,70,54,30186.022857142856,17653.279096429196,15866.0,7956.039048002045,27339.215,15036.817335854092,21874.428571428572,20872.258838778493,24426.121666666666,12882.435198769826,17047.0,15433.891486394255
2010-03-31,28964.88,13635,75,59,30297.602857142858,17640.978809106862,15769.714285714286,7982.058625740722,27230.345,15017.76309366178,17220.14285714286,12973.727688365749,24545.039666666667,12908.150032120564,16786.833333333332,15423.06588798276
2010-04-01,30084.3,17184,77,71,30034.611428571425,17626.38620581696,15795.57142857143,7987.011223587597,26519.182142857142,14594.240461014942,16760.64285714286,12843.000168347573,24698.167666666668,12946.942017062976,16963.4,15395.332903636514
2010-04-02,0.0,0,0,0,25446.877142857145,20874.86226505995,12811.0,9521.264936971344,24847.432142857146,16227.54878413921,15807.642857142857,13589.508388725939,23583.562,13591.855309328188,16284.566666666668,15686.402630794682
2010-04-03,0.0,0,0,0,25446.877142857145,20874.86226505995,12811.0,9521.264936971344,24847.432142857146,16227.54878413921,15807.642857142857,13589.508388725939,22537.707666666665,14166.584196423502,15667.066666666668,15957.445543421552
2010-04-04,0.0,0,0,0,22254.298571428575,23025.89907267642,10741.857142857143,10608.803285142816,23388.212142857144,17522.28458137508,14934.57142857143,14215.733302952027,21645.15466666666,14722.902337250576,15059.666666666666,16201.770050880526
2010-04-05,0.0,0,0,0,13828.154285714287,17466.197724308175,7152.571428571428,9070.208888758521,21616.835714285717,18589.667272642742,14022.92857142857,14764.360302713818,21645.15466666666,14722.902337250576,15059.666666666666,16201.770050880526
2010-04-06,19366.52,13018,55,46,11202.242857142857,14379.729723943234,6262.428571428572,7917.757718300938,20694.132857142857,18338.34360347798,11064.214285714286,9109.321989280852,21645.942,14722.775605692288,15129.9,16187.726530647671
2010-04-07,34473.81,23520,61,46,11989.232857142855,15611.848319983017,7674.571428571428,10047.016586316264,21143.417857142857,18610.9791625519,11722.142857142857,9676.674952268893,21600.888,14679.893528373721,15395.033333333333,16260.091763925084
2010-04-08,47415.44,26771,85,69,14465.109999999999,19778.160396572937,9044.142857142857,12019.217423617492,22249.860714285718,19728.19834197719,12419.857142857143,10411.014403078067,22462.291666666668,15417.86781776508,15875.966666666667,16379.640163794878
2010-04-09,16275.16,9072,51,33,16790.132857142857,18722.760332111557,10340.142857142857,11352.06639674867,21118.505,19572.54169637491,11575.57142857143,10147.039573683063,22119.784333333333,15438.038095800377,15581.1,16421.182090992024
2010-04-10,0.0,0,0,0,16790.132857142857,18722.760332111557,10340.142857142857,11352.06639674867,21118.505,19572.54169637491,11575.57142857143,10147.039573683063,21320.097333333335,15950.632328308122,15108.5,16665.163832646995
2010-04-11,19589.05,11579,42,40,19588.56857142857,17196.691568463997,11994.285714285714,10397.751050335924,20921.433571428573,19573.099242722274,11368.07142857143,10112.63347322231,21263.75266666667,15953.766288282004,15126.966666666667,16660.78924421739
2010-04-12,26750.15,12802,44,35,23410.018571428573,14942.718820930173,13823.142857142857,8963.405647940059,18619.08642857143,16388.22251449666,10487.857142857143,9329.052271571552,22155.424333333332,15464.37299535951,15553.7,16422.222494702637
2010-04-13,25810.63,14436,51,43,24330.605714285717,14850.307316062355,14025.714285714286,8958.19864173383,17766.424285714285,15608.40063622481,10144.07142857143,9066.342570733259,22718.311999999998,15272.290430561141,15871.633333333333,16300.693047427056
