customer_id,recency_days,frequency,monetary,total_quantity,n_distinct_products,avg_order_value,tenure_days,avg_days_between_purchases,monetary_per_day,is_uk,churned
12403,430,1,555.6600000000001,162,3,555.6600000000001,430,430.0,1.292232558139535,0,0
12405,57,1,1390.39,849,53,1390.39,57,57.0,24.392807017543863,0,1
12406,92,4,4596.31,2391,81,1149.0775,606,151.5,7.5846699669967,0,0
12407,43,4,1242.36,1226,49,310.59,173,43.25,7.181271676300577,0,0
12408,7,7,3226.27,1840,89,460.8957142857143,407,58.142857142857146,7.926953316953317,0,0
12409,91,5,18553.7,10734,165,3710.7400000000002,474,94.8,39.14282700421941,0,0
12410,217,3,773.71,335,35,257.90333333333336,411,137.0,1.8825060827250608,0,1
12411,318,1,346.9,138,22,346.9,318,318.0,1.090880503144654,0,1
12412,46,5,2098.79,1758,73,419.758,448,89.6,4.684799107142857,0,0
12413,145,3,695.25,233,36,231.75,311,103.66666666666667,2.235530546623794,0,0
12414,126,4,532.41,489,19,133.1025,372,93.0,1.4312096774193548,0,1
12415,8,18,121206.72,80770,436,6733.706666666667,436,24.22222222222222,277.99706422018346,0,0
12416,565,1,202.56,132,11,202.56,565,565.0,0.3585132743362832,0,1
12417,15,18,5255.83,2518,251,291.99055555555555,642,35.666666666666664,8.186651090342679,0,0
12418,21,4,2021.2,1088,90,505.3,539,134.75,3.7499072356215213,0,1
12419,294,2,391.01,227,22,195.505,322,161.0,1.2143167701863353,0,1
12421,23,5,724.12,568,37,144.824,414,82.8,1.7490821256038647,0,0
12422,4,12,3639.35,2579,135,303.27916666666664,630,52.5,5.776746031746032,0,1
12423,9,9,2107.75,1570,118,234.19444444444446,374,41.55555555555556,5.635695187165775,0,1
12424,71,4,3340.0299999999997,2025,78,835.0074999999999,457,114.25,7.308599562363238,0,1
12425,357,1,964.21,651,55,964.21,357,357.0,2.7008683473389357,0,0
12426,103,2,1201.21,576,72,600.605,571,285.5,2.1036952714535904,0,1
12427,280,1,249.5,76,9,249.5,280,280.0,0.8910714285714286,0,0
12428,29,7,6076.92,3361,250,868.1314285714286,192,27.428571428571427,31.650625,0,0
12429,81,7,4936.89,2359,106,705.2700000000001,455,65.0,10.850307692307693,0,0
12431,28,21,8519.34,3782,219,405.68285714285713,602,28.666666666666668,14.151727574750831,0,0
12432,81,2,3316.66,1426,74,1658.33,81,40.5,40.94641975308642,0,0
12433,0,6,9813.5,7894,227,1635.5833333333333,385,64.16666666666667,25.48961038961039,0,0
12434,169,2,583.54,215,34,291.77,290,145.0,2.012206896551724,0,0
12435,176,5,10075.03,3782,81,2015.006,646,129.2,15.596021671826627,0,0
12436,8,1,429.01,209,15,429.01,8,8.0,53.62625,0,1
12437,7,31,9340.4,6808,229,301.3032258064516,646,20.838709677419356,14.458823529411765,0,0
12438,49,1,770.0699999999999,583,48,770.0699999999999,49,49.0,15.715714285714284,0,0
12439,591,2,1142.88,478,69,571.44,634,317.0,1.8026498422712935,0,1
12440,371,2,739.2,328,20,369.6,626,313.0,1.1808306709265177,0,1
12441,275,1,155.55,120,10,155.55,275,275.0,0.5656363636363637,0,1
12443,641,1,365.31,179,20,365.31,641,641.0,0.5699063962558503,0,1
12444,30,2,2347.27,643,95,1173.635,80,40.0,29.340875,0,0
12445,329,1,301.58000000000004,144,20,301.58000000000004,329,329.0,0.9166565349544075,0,0
12447,152,1,431.49,187,25,431.49,152,152.0,2.83875,0,1
12449,0,4,3058.18,1730,92,764.545,347,86.75,8.813198847262248,0,0
12450,65,5,688.2,442,31,137.64000000000001,383,76.6,1.7968668407310706,0,1
12451,127,5,8942.18,6889,259,1788.4360000000001,438,87.6,20.41593607305936,0,0
12453,43,1,707.09,473,43,707.09,43,43.0,16.443953488372095,0,1
12454,304,3,12931.44,6696,8,4310.4800000000005,330,110.0,39.18618181818182,0,0
12455,36,8,5460.45,2973,180,682.55625,630,78.75,8.667380952380952,0,0
12456,40,2,1825.4,1062,76,912.7,163,81.5,11.198773006134969,0,0
12457,142,4,1419.93,641,36,354.9825,344,86.0,4.127703488372093,0,0
12458,193,3,1077.01,745,57,359.00333333333333,396,132.0,2.7197222222222224,0,0
12459,514,1,398.36,256,22,398.36,514,514.0,0.7750194552529183,0,1
12460,365,1,296.65,168,17,296.65,365,365.0,0.8127397260273972,0,1
12461,63,1,626.88,282,34,626.88,63,63.0,9.95047619047619,0,1
12462,212,1,594.11,281,39,594.11,212,212.0,2.8024056603773584,0,0
12463,84,3,877.79,571,50,292.59666666666664,150,50.0,5.851933333333333,0,0
12464,15,6,615.55,70,5,102.59166666666665,218,36.333333333333336,2.823623853211009,0,0
12465,78,1,410.94,292,25,410.94,78,78.0,5.268461538461539,0,0
12467,332,1,132.8,129,9,132.8,332,332.0,0.4,0,1
12468,96,5,3238.7400000000002,2177,126,647.748,591,118.2,5.48010152284264,0,1
12469,431,2,3070.54,2552,76,1535.27,445,222.5,6.9000898876404495,0,1
12470,598,1,211.95,95,23,211.95,598,598.0,0.35443143812709027,0,1
12471,16,61,27376.25,12782,210,448.7909836065574,641,10.508196721311476,42.708658346333856,0,0
12472,47,17,13452.78,9254,366,791.34,634,37.294117647058826,21.218895899053628,0,0
12473,23,2,1013.75,844,59,506.875,100,50.0,10.1375,0,0
12474,7,24,8600.72,5860,284,358.3633333333333,575,23.958333333333332,14.957773913043477,0,0
12475,318,1,396.26,234,24,396.26,318,318.0,1.2461006289308176,0,0
12476,50,13,9109.16,4280,291,700.7046153846154,410,31.53846153846154,22.217463414634146,0,0
12477,9,6,15890.66,4984,276,2648.443333333333,532,88.66666666666667,29.86966165413534,0,0
12480,52,6,3842.17,2314,145,640.3616666666667,416,69.33333333333333,9.235985576923078,0,0
12481,88,12,9700.95,6176,212,808.4125,516,43.0,18.80029069767442,0,0
12482,485,27,21941.72,27040,41,812.6562962962963,562,20.814814814814813,39.04220640569395,0,1
12483,7,17,3448.26,1819,59,202.83882352941177,586,34.470588235294116,5.884402730375427,0,0
12484,12,8,4828.43,2912,295,603.55375,590,73.75,8.183779661016949,0,0
12485,438,1,708.1,414,34,708.1,438,438.0,1.6166666666666667,0,1
12486,340,1,917.28,520,48,917.28,340,340.0,2.697882352941176,0,1
12487,639,1,285.3,174,2,285.3,639,639.0,0.44647887323943664,0,1
12489,245,1,298.93,103,14,298.93,245,245.0,1.2201224489795919,0,1
12490,2,16,7115.3,4807,170,444.70625,647,40.4375,10.997372488408038,0,0
12492,14,2,488.39000000000004,316,29,244.19500000000002,312,156.0,1.5653525641025643,0,0
12493,74,2,379.74,204,18,189.87,106,53.0,3.5824528301886795,0,1
12494,70,7,1240.03,625,61,177.14714285714285,485,69.28571428571429,2.556762886597938,0,0
12495,549,1,277.4,128,16,277.4,549,549.0,0.5052823315118397,0,1
12496,529,2,45.34,30,10,22.67,529,264.5,0.08570888468809075,0,1
12497,309,2,5043.400000000001,4440,29,2521.7000000000003,553,276.5,9.120072332730562,0,0
12499,469,1,357.72,300,26,357.72,469,469.0,0.7627292110874201,0,1
12500,15,13,3147.23,1951,74,242.0946153846154,582,44.76923076923077,5.407611683848797,0,0
12501,245,1,2025.39,1775,148,2025.39,245,245.0,8.266897959183673,0,1
12502,4,5,2995.87,794,101,599.174,218,43.6,13.742522935779816,0,1
12503,493,1,896.0,560,1,896.0,493,493.0,1.817444219066937,0,1
12504,326,2,261.0,366,7,130.5,505,252.5,0.5168316831683168,0,0
12505,317,1,787.2,318,41,787.2,317,317.0,2.4832807570977917,0,1
12506,141,1,73.5,23,23,73.5,141,141.0,0.5212765957446809,0,1
12507,43,4,1508.06,1244,45,377.015,493,123.25,3.05894523326572,0,1
12509,193,1,158.5,54,6,158.5,193,193.0,0.8212435233160622,0,1
12510,51,7,3039.03,2021,92,434.1471428571429,644,92.0,4.718990683229814,0,1
12511,337,1,3084.02,1753,190,3084.02,337,337.0,9.15139465875371,0,1
12513,21,1,558.29,459,34,558.29,21,21.0,26.585238095238093,0,1
12514,176,2,1597.76,840,76,798.88,550,275.0,2.905018181818182,0,1
12515,262,1,278.7,128,15,278.7,262,262.0,1.0637404580152672,0,1
12516,89,3,1631.76,1406,41,543.92,508,169.33333333333334,3.2121259842519683,0,0
12517,35,2,1431.45,829,172,715.725,99,49.5,14.459090909090909,0,0
12518,19,1,288.83,185,17,288.83,19,19.0,15.20157894736842,0,0
12519,385,1,349.7,210,21,349.7,385,385.0,0.9083116883116883,0,0
12520,51,4,1829.85,1087,103,457.4625,182,45.5,10.054120879120878,0,0
12521,51,1,545.68,306,37,545.68,51,51.0,10.699607843137255,0,1
12523,16,19,3238.33,1939,143,170.43842105263158,641,33.73684210526316,5.051996879875195,0,0
12524,71,15,8592.87,5704,137,572.8580000000001,578,38.53333333333333,14.866557093425607,0,0
12525,407,3,883.73,504,55,294.57666666666665,556,185.33333333333334,1.5894424460431655,0,1
12526,3,1,484.3,316,28,484.3,3,3.0,161.43333333333334,0,0
12527,203,4,653.72,512,23,163.43,438,109.5,1.4925114155251142,0,0
12528,23,4,1089.37,492,45,272.3425,221,55.25,4.929276018099547,0,0
12529,437,1,316.48,192,21,316.48,437,437.0,0.7242105263157895,0,1
12530,32,8,2976.63,2381,84,372.07875,551,68.875,5.402232304900181,0,0
12531,595,1,1645.98,1065,109,1645.98,595,595.0,2.7663529411764705,0,0
12533,536,2,1223.89,696,62,611.945,647,323.5,1.8916383307573417,0,1
12534,39,1,981.18,645,62,981.18,39,39.0,25.158461538461538,0,1
12535,0,2,716.35,219,28,358.175,95,47.5,7.5405263157894735,0,1
12537,317,1,612.94,446,42,612.94,317,317.0,1.9335646687697163,0,1
12538,287,1,276.5,145,13,276.5,287,287.0,0.9634146341463414,0,0
12539,171,6,10136.09,4088,246,1689.3483333333334,625,104.16666666666667,16.217744,0,0
12540,1,26,15545.11,8675,300,597.8888461538462,641,24.653846153846153,24.25134165366615,0,0
12541,82,2,480.14,417,26,240.07,189,94.5,2.5404232804232803,0,0
12542,393,2,481.88,522,39,240.94,549,274.5,0.8777413479052824,0,1
12543,357,1,840.25,683,42,840.25,357,357.0,2.353641456582633,0,1
12545,168,1,544.15,343,33,544.15,168,168.0,3.238988095238095,0,0
12547,106,3,299.58,306,12,99.86,409,136.33333333333334,0.7324694376528117,0,1
12548,75,1,67.19999999999999,48,4,67.19999999999999,75,75.0,0.8959999999999998,0,1
12549,484,5,1570.68,1365,37,314.136,606,121.2,2.591881188118812,0,1
12551,266,1,168.0,100,10,168.0,266,266.0,0.631578947368421,0,1
12553,19,9,2940.06,1689,95,326.67333333333335,332,36.888888888888886,8.855602409638553,0,0
12554,357,1,384.5,237,25,384.5,357,357.0,1.07703081232493,0,1
12556,60,1,308.75,163,60,308.75,60,60.0,5.145833333333333,0,0
12557,67,7,15106.14,5462,15,2158.02,631,90.14285714285714,23.939999999999998,0,0
12559,219,2,525.71,281,20,262.855,228,114.0,2.305745614035088,0,1
12560,52,1,1292.31,812,76,1292.31,52,52.0,24.852115384615384,0,0
12561,211,1,238.85,177,16,238.85,211,211.0,1.1319905213270143,0,1
12562,35,5,2484.41,1307,67,496.88199999999995,344,68.8,7.2221220930232555,0,0
12563,317,1,221.24,112,12,221.24,317,317.0,0.6979179810725552,0,1
12564,170,1,402.90000000000003,130,20,402.90000000000003,170,170.0,2.37,0,1
12565,197,1,145.92000000000002,80,9,145.92000000000002,197,197.0,0.7407106598984773,0,1
12567,5,14,9298.18,4485,314,664.1557142857143,575,41.07142857142857,16.170747826086956,0,0
12568,553,1,52.0,47,4,52.0,553,553.0,0.09403254972875226,0,1
12569,1,15,1645.68,828,47,109.712,161,10.733333333333333,10.221614906832299,0,0
12571,30,1,248.35,197,14,248.35,30,30.0,8.278333333333332,0,0
12573,136,5,717.41,479,107,143.482,374,74.8,1.9182085561497326,0,1
12574,224,1,182.45000000000002,59,10,182.45000000000002,224,224.0,0.8145089285714286,0,1
12575,366,2,568.82,312,33,284.41,435,217.5,1.307632183908046,0,1
12576,4,7,1683.44,1190,96,240.49142857142857,435,62.142857142857146,3.869977011494253,0,0
12577,268,6,1186.3899999999999,856,195,197.73166666666665,645,107.5,1.8393643410852711,0,0
12578,239,3,3036.6,1917,108,1012.1999999999999,352,117.33333333333333,8.626704545454546,0,0
12580,155,2,962.9,564,51,481.45,485,242.5,1.985360824742268,0,1
12582,147,4,1820.4,981,87,455.1,486,121.5,3.745679012345679,0,1
12583,15,21,9696.41,6891,116,461.7338095238095,642,30.571428571428573,15.103442367601247,0,0
12584,36,4,698.59,135,26,174.6475,189,47.25,3.6962433862433866,0,0
12585,143,2,1824.1,1267,76,912.05,260,130.0,7.01576923076923,0,1
12586,283,3,1865.73,608,76,621.91,632,210.66666666666666,2.952104430379747,0,0
12588,308,2,543.88,380,26,271.94,506,253.0,1.0748616600790515,0,0
12589,53,5,2833.73,1521,105,566.746,598,119.6,4.738678929765887,0,0
12590,120,1,9341.26,4282,67,9341.26,120,120.0,77.84383333333334,0,1
12591,226,3,1114.95,645,62,371.65000000000003,317,105.66666666666667,3.517192429022082,0,1
12592,1,4,1723.64,1866,40,430.91,428,107.0,4.027196261682243,0,1
12593,17,3,382.1,204,13,127.36666666666667,127,42.333333333333336,3.008661417322835,0,1
12594,30,12,4081.79,2424,77,340.14916666666664,555,46.25,7.3545765765765765,0,0
12595,413,1,281.02,270,18,281.02,413,413.0,0.6804358353510895,0,1
12596,151,1,213.95,154,14,213.95,151,151.0,1.416887417218543,0,0
12597,92,2,1120.81,664,71,560.405,177,88.5,6.332259887005649,0,0
12598,70,6,2807.39,1897,101,467.8983333333333,557,92.83333333333333,5.040197486535009,0,0
12599,35,12,1869.18,1968,41,155.76500000000001,486,40.5,3.8460493827160493,0,0
12600,21,18,3795.37,1123,46,210.8538888888889,641,35.611111111111114,5.921014040561622,0,0
12601,98,6,573.26,284,23,95.54333333333334,313,52.166666666666664,1.8315015974440894,0,1
12604,170,1,160.5,136,9,160.5,170,170.0,0.9441176470588235,0,0
12605,285,3,1124.95,921,62,374.98333333333335,367,122.33333333333333,3.065258855585831,0,1
12608,313,1,415.79,323,16,415.79,313,313.0,1.3284025559105432,1,1
12609,95,8,2731.7400000000002,1402,116,341.46750000000003,628,78.5,4.3499044585987265,0,0
12610,15,2,1104.25,620,67,552.125,35,17.5,31.55,0,0
12613,106,8,4521.51,3249,172,565.18875,634,79.25,7.131719242902209,0,0
12614,186,1,315.6,76,20,315.6,186,186.0,1.6967741935483873,0,1
12615,77,5,3850.53,2341,166,770.106,540,108.0,7.1306111111111115,0,0
12616,4,3,1023.1,492,31,341.03333333333336,297,99.0,3.4447811447811447,0,1
12619,25,5,1675.9199999999998,1886,31,335.18399999999997,469,93.8,3.573390191897654,0,0
12620,113,1,561.66,434,33,561.66,113,113.0,4.970442477876106,0,0
12621,9,30,18908.57,11599,296,630.2856666666667,577,19.233333333333334,32.77048526863085,0,0
12622,141,1,162.1,68,10,162.1,141,141.0,1.149645390070922,0,1
12623,185,7,3315.84,1947,111,473.6914285714286,605,86.42857142857143,5.480727272727273,0,1
12624,15,2,569.13,351,35,284.565,86,43.0,6.617790697674419,0,1
12625,120,4,4678.88,3282,143,1169.72,505,126.25,9.265108910891088,0,1
12626,21,6,4288.0,2310,169,714.6666666666666,235,39.166666666666664,18.2468085106383,0,0
12627,5,4,2493.83,1562,111,623.4575,49,12.25,50.89448979591837,0,0
12629,294,2,1198.22,713,39,599.11,332,166.0,3.609096385542169,0,1
12631,365,5,2841.07,1371,105,568.214,602,120.4,4.719385382059801,0,0
12632,429,2,714.88,689,31,357.44,473,236.5,1.5113742071881606,0,1
12633,38,6,4958.93,3116,212,826.4883333333333,434,72.33333333333333,11.42610599078341,0,0
12634,457,1,360.0,336,19,360.0,457,457.0,0.787746170678337,0,1
12635,63,3,1744.8700000000001,1166,105,581.6233333333333,365,121.66666666666667,4.780465753424658,0,0
12637,0,11,7777.81,4096,272,707.0736363636364,452,41.09090909090909,17.207544247787613,0,0
12638,548,1,169.8,84,8,169.8,548,548.0,0.3098540145985402,0,0
12639,147,3,1072.3700000000001,625,57,357.4566666666667,536,178.66666666666666,2.000690298507463,0,1
12641,24,1,145.9,71,9,145.9,24,24.0,6.079166666666667,0,1
12642,16,1,330.45,275,23,330.45,16,16.0,20.653125,0,0
12643,37,11,7803.82,4642,13,709.4381818181818,520,47.27272727272727,15.007346153846154,0,1
12644,38,4,1900.49,1031,105,475.1225,603,150.75,3.1517247097844114,0,1
12645,18,7,2804.98,1851,105,400.7114285714286,577,82.42857142857143,4.861317157712305,0,0
12647,35,32,13435.44,6107,228,419.8575,604,18.875,22.2441059602649,0,0
12648,63,4,1039.0,513,37,259.75,610,152.5,1.70327868852459,0,1
12649,16,8,2096.65,1948,93,262.08125,605,75.625,3.4655371900826446,0,1
12651,243,4,377.75,265,30,94.4375,374,93.5,1.0100267379679144,0,1
12652,240,2,891.0300000000001,529,50,445.51500000000004,343,171.5,2.5977551020408165,0,1
12653,57,3,4160.83,1681,76,1386.9433333333334,435,145.0,9.56512643678161,0,1
12654,106,3,301.75,149,18,100.58333333333333,204,68.0,1.4791666666666667,0,0
12655,332,1,243.35000000000002,79,15,243.35000000000002,332,332.0,0.7329819277108435,0,1
12656,25,6,4619.33,2386,139,769.8883333333333,471,78.5,9.807494692144374,0,0
12661,345,1,162.0,216,11,162.0,345,345.0,0.46956521739130436,0,1
12662,16,16,5024.42,2736,134,314.02625,526,32.875,9.55212927756654,0,0
12663,533,2,185.4,178,8,92.7,577,288.5,0.321317157712305,0,1
12664,52,5,2785.64,788,9,557.1279999999999,635,127.0,4.386834645669291,0,0
12665,233,3,259.6,162,12,86.53333333333335,578,192.66666666666666,0.44913494809688587,0,1
12666,303,1,1248.42,370,31,1248.42,303,303.0,4.120198019801981,0,1
12668,168,8,9167.35,4682,257,1145.91875,586,73.25,15.643941979522184,0,0
12669,59,2,1427.73,1104,96,713.865,165,82.5,8.652909090909091,0,1
12670,7,5,2182.71,979,53,436.54200000000003,575,115.0,3.796017391304348,0,0
12671,515,1,2622.48,1459,44,2622.48,515,515.0,5.092194174757282,0,1
12672,238,2,407.05,136,21,203.525,504,252.0,0.8076388888888889,0,1
12673,235,2,786.4,517,51,393.2,310,155.0,2.536774193548387,0,0
12674,0,3,1312.0,782,41,437.3333333333333,116,38.666666666666664,11.310344827586206,0,0
12675,462,2,873.25,333,110,436.625,487,243.5,1.7931211498973305,0,1
12676,32,8,2079.75,1680,57,259.96875,392,49.0,5.305484693877551,0,0
12677,464,2,359.1,174,12,179.55,575,287.5,0.6245217391304348,0,1
12678,9,12,23737.98,16624,184,1978.165,610,50.833333333333336,38.91472131147541,0,0
12679,114,2,798.38,401,42,399.19,192,96.0,4.158229166666667,0,0
12680,22,1,275.78,228,19,275.78,22,22.0,12.535454545454543,0,0
12681,60,37,23519.8,14759,423,635.6702702702703,635,17.16216216216216,37.039055118110234,0,0
12682,9,40,17090.32,8398,280,427.258,647,16.175,26.414714064914993,0,0
12683,1,18,8789.32,5957,223,488.29555555555555,635,35.27777777777778,13.841448818897637,0,0
12684,79,3,1241.48,1266,35,413.82666666666665,122,40.666666666666664,10.176065573770492,0,0
12685,1,2,1462.42,909,82,731.21,2,1.0,731.21,0,0
12686,280,1,71.14,106,6,71.14,280,280.0,0.25407142857142856,0,1
12687,389,1,1858.91,1402,125,1858.91,389,389.0,4.778688946015424,0,1
12688,22,1,4873.81,3028,171,4873.81,22,22.0,221.5368181818182,0,1
12689,36,1,475.03000000000003,279,33,475.03000000000003,36,36.0,13.195277777777779,0,0
12690,114,1,335.01,103,15,335.01,114,114.0,2.938684210526316,0,1
12691,54,4,600.9,244,19,150.225,329,82.25,1.8264437689969604,0,0
12692,546,1,110.95,36,13,110.95,546,546.0,0.2032051282051282,0,1
12693,36,7,1415.02,520,62,202.1457142857143,431,61.57142857142857,3.283109048723898,0,1
12694,92,2,1287.18,1162,61,643.59,330,165.0,3.9005454545454548,0,0
12695,16,5,1122.92,404,40,224.584,574,114.8,1.9563066202090593,0,0
12696,343,2,731.91,561,42,365.955,417,208.5,1.7551798561151077,0,1
12697,40,2,573.91,355,26,286.955,78,39.0,7.3578205128205125,0,0
12698,499,1,285.75,108,15,285.75,499,499.0,0.5726452905811623,0,1
12699,326,1,566.11,369,40,566.11,326,326.0,1.7365337423312883,0,1
12700,65,2,1951.05,1365,109,975.525,124,62.0,15.734274193548387,0,0
12701,151,5,1823.78,1286,91,364.756,542,108.4,3.364907749077491,0,0
12703,542,3,632.98,426,43,210.99333333333334,593,197.66666666666666,1.0674198988195616,0,0
12704,14,3,900.9200000000001,460,39,300.3066666666667,78,26.0,11.550256410256411,0,0
12705,67,9,8660.33,5768,282,962.2588888888889,442,49.111111111111114,19.593506787330316,0,0
12707,200,1,603.42,256,33,603.42,200,200.0,3.0170999999999997,0,1
12708,10,15,3950.52,2087,114,263.368,630,42.0,6.270666666666667,0,0
12709,5,28,27017.45,12663,187,964.9089285714286,639,22.821428571428573,42.280829420970264,0,0
12710,5,3,1023.02,844,74,341.00666666666666,110,36.666666666666664,9.300181818181818,0,1
12711,520,2,1213.05,763,55,606.525,585,292.5,2.0735897435897437,0,1
12712,15,19,5555.9800000000005,2048,122,292.42,639,33.63157894736842,8.694804381846636,0,0
12714,15,11,11586.550000000001,7897,401,1053.3227272727274,644,58.54545454545455,17.991537267080748,0,0
12715,15,1,263.36,190,19,263.36,15,15.0,17.557333333333336,0,1
12716,42,1,623.9,500,44,623.9,42,42.0,14.854761904761904,0,0
12717,60,3,1058.91,595,59,352.97,499,166.33333333333334,2.1220641282565134,0,1
12720,3,21,5065.39,4395,229,241.20904761904762,415,19.761904761904763,12.20575903614458,0,0
12721,92,6,2749.86,1812,145,458.31,380,63.333333333333336,7.236473684210527,0,0
12722,23,3,929.65,559,48,309.8833333333333,59,19.666666666666668,15.75677966101695,0,0
12724,82,5,1404.47,1103,71,280.894,444,88.8,3.163220720720721,0,0
12725,280,3,1906.76,1136,91,635.5866666666667,493,164.33333333333334,3.8676673427991886,0,1
12726,93,9,2638.8199999999997,3404,51,293.2022222222222,533,59.22222222222222,4.950881801125703,0,0
12727,4,9,4334.53,2451,113,481.6144444444444,563,62.55555555555556,7.698987566607459,0,0
12728,166,4,725.15,373,38,181.2875,292,73.0,2.4833904109589042,0,0
12729,22,1,417.01,231,25,417.01,22,22.0,18.955,0,1
12730,430,1,703.25,227,46,703.25,430,430.0,1.6354651162790699,0,1
12731,53,13,18060.05,8635,113,1389.2346153846154,556,42.76923076923077,32.48210431654676,0,0
12732,88,1,218.26000000000002,110,11,218.26000000000002,88,88.0,2.480227272727273,0,1
12733,143,4,2424.02,895,116,606.005,598,149.5,4.053545150501672,0,1
12734,261,3,603.65,263,16,201.21666666666667,301,100.33333333333333,2.0054817275747507,0,1
12735,224,2,689.5699999999999,363,37,344.78499999999997,246,123.0,2.8031300813008126,0,1
12736,241,1,144.0,168,3,144.0,241,241.0,0.5975103734439834,0,1
12738,281,1,137.35,147,10,137.35,281,281.0,0.4887900355871886,0,1
12739,8,2,2421.23,948,83,1210.615,303,151.5,7.990858085808581,0,1
12741,442,1,236.07,213,15,236.07,442,442.0,0.5340950226244344,0,1
12742,534,1,1201.52,1359,67,1201.52,534,534.0,2.2500374531835208,0,1
