stock_code,total_revenue,revenue_share,cumulative_share,tier,daily_demand_mean,daily_demand_std,description,avg_unit_price,safety_stock,reorder_point,eoq,lead_time_days,service_level
21931,61537.55,0.0031323804961391343,0.11469117866819702,A,41.455555555555556,51.25668760943647,JUMBO STORAGE BAG SUKI,2.5772929936305733,223.06262768205178,513.2515165709407,1083.6047579708586,7,0.95
22502,60880.3,0.00309892519801486,0.11779010386621186,A,0.03333333333333333,0.23333333333333336,PICNIC BASKET WICKER SMALL,3.975,1.0154371826704478,1.2487705160037812,24.741853793530936,7,0.95
21621,60286.04,0.003068676212905189,0.12085878007911705,A,3.8444444444444446,4.8486220519307475,VINTAGE UNION JACK BUNTING,8.992049180327868,21.100590498198702,48.01170160930981,176.66433703372346,7,0.95
22114,59189.14,0.0030128418781581114,0.12387162195727516,A,47.15555555555556,56.13770986721673,HOT WATER BOTTLE TEA AND SYMPATHY,4.954497041420118,244.3042197820181,574.3931086709069,833.5431296505883,7,0.95
85099C,59057.61,0.0030061467463782924,0.12687776870365344,A,43.388888888888886,60.26546725289597,JUMBO  BAG BAROQUE BLACK WHITE,2.5540458015267173,262.26769834113776,565.9899205633599,1113.6182866936492,7,0.95
22910,58652.700000000004,0.0029855360430485096,0.12986330474670196,A,86.16666666666667,83.6771905731916,PAPER CHAIN KIT VINTAGE CHRISTMAS,3.3186516853932586,364.15255992608496,967.3192265927516,1376.7346407483453,7,0.95
22112,57981.94,0.0029513930597547273,0.1328146978064567,A,39.733333333333334,36.31828434518594,CHOCOLATE HOT WATER BOTTLE,5.704206349206349,158.05258429242787,436.1859176257612,713.0850255347117,7,0.95
15056N,57975.450000000004,0.002951062706183291,0.13576576051264,A,8.766666666666667,15.897623861585242,EDWARDIAN PARASOL NATURAL,6.8387254901960794,69.18445022212543,130.5511168887921,305.9081807781875,7,0.95
22411,57318.71,0.0029176333680469104,0.1386833938806869,A,45.48888888888889,59.431799278097735,JUMBO SHOPPER VINTAGE RED PAISLEY,2.564071856287425,258.63968065708764,577.0619028793099,1138.0176521727624,7,0.95
82484,56745.73,0.002888467576157604,0.1415718614568445,A,12.822222222222223,30.24366886098377,WOOD BLACK BOARD ANT WHITE FINISH,8.918351063829787,131.6166252934942,221.37218084904976,323.96701752230473,7,0.95
22470,53506.130000000005,0.002723565660899484,0.14429542711774399,A,35.91111111111111,91.09612071804453,HEART OF WICKER LARGE,3.2299352750809063,396.43880646059205,647.8165842383698,900.9048845882286,7,0.95
22139,52843.01,0.002689811568404742,0.1469852386861487,A,20.833333333333332,18.926319123262072,RETROSPOT TEA SET CERAMIC 11 PC ,5.860580046403712,82.36494929505882,228.19828262839212,509.413570697572,7,0.95
20914,52508.560000000005,0.002672787415559305,0.14965802610170803,A,18.488888888888887,20.13137101057531,SET/5 RED RETROSPOT LID GLASS BOWLS,3.2446478873239437,87.60918283830908,217.0314050605313,644.9603990608871,7,0.95
22178,52382.82,0.0026663870059949893,0.152324413107703,A,66.36666666666666,95.33047198503156,VICTORIAN GLASS HANGING T-LIGHT,2.0303676470588234,414.8661681219622,879.4328347886287,1544.7175845870654,7,0.95
21212,51825.15,0.0026380005227618756,0.15496241363046487,A,83.93333333333334,108.65028506379744,PACK OF 72 RETROSPOT CAKE CASES,0.8138903394255875,472.8323115493865,1060.3656448827198,2743.75746250391,7,0.95
22090,50431.9,0.0025670813989708595,0.15752949502943572,A,10.566666666666666,13.19263262414123,PAPER BUNTING RETROSPOT,3.785555555555556,57.412670159418035,131.3793368260847,451.40422720974107,7,0.95
21733,50346.490000000005,0.002562733864527658,0.1600922288939634,A,31.844444444444445,69.17287700811819,RED HANGING HEART T-LIGHT HOLDER,3.1475971731448764,301.03162005571255,523.9427311668237,859.386832342664,7,0.95
21181,50117.14000000001,0.002551059505265882,0.16264328839922929,A,54.44444444444444,81.15802296358643,PLEASE ONE PERSON METAL SIGN,2.40747572815534,353.1894608110616,734.3005719221727,1284.8642831314028,7,0.95
22111,49771.94,0.002533488156597187,0.16517677655582647,A,30.977777777777778,61.281495807421855,SCOTTIE DOG HOT WATER BOTTLE,5.582975391498882,266.6893262250827,483.53377066952714,636.4344843289699,7,0.95
21929,49651.99,0.002527382469248375,0.16770415902507485,A,24.855555555555554,48.93341532942974,JUMBO BAG PINK VINTAGE PAISLEY,2.6346288209606987,212.95204028811017,386.940929176999,829.8764647519806,7,0.95
22189,49300.94,0.0025095133442479545,0.1702136723693228,A,17.544444444444444,51.22980059629163,CREAM HEART CARD HOLDER,4.405731707317073,222.945618798288,345.7567299093991,539.1656516028869,7,0.95
21232,49300.57,0.0025094945105312468,0.17272316687985406,A,42.28888888888889,73.99403045658397,STRAWBERRY CERAMIC TRINKET POT,1.7212449799196785,322.012670662564,618.0348928847862,1339.224001130637,7,0.95
84946,49210.4,0.0025049046828677004,0.17522807156272174,A,75.4888888888889,73.99508158496369,ANTIQUE SILVER T-LIGHT GLASS,1.4569041095890412,322.01724504045194,850.4394672626742,1944.8560509810584,7,0.95
22469,48935.11,0.002490891888617976,0.17771896345133972,A,59.63333333333333,123.76038228052718,HEART OF WICKER SMALL,1.8796363636363635,538.5895453249549,956.0228786582882,1521.8402064542727,7,0.95
48194,48726.56,0.0024802762896467814,0.1801992397409865,A,11.244444444444444,55.47798584646208,DOORMAT HEARTS,9.473185185185185,241.43318420641043,320.14429531752154,294.36245616356854,7,0.95
21731,48315.84,0.002459369846062754,0.18265860958704924,A,50.06666666666667,66.8952414849766,RED TOADSTOOL LED NIGHT LIGHT,2.2363855421686747,291.1196380609881,641.5863047276548,1278.3872514738296,7,0.95
22457,47288.23,0.0024070625065336776,0.18506567209358293,A,30.81111111111111,58.34531199761267,NATURAL SLATE HEART CHALKBOARD ,3.5450837988826818,253.9114253009318,469.5892030787096,796.5294863378781,7,0.95
15056BL,47267.450000000004,0.002406004764281837,0.18747167685786476,A,10.855555555555556,25.48008421018315,EDWARDIAN PARASOL BLACK,6.4489,110.88610681968918,186.87499570857807,350.5456933285008,7,0.95
21754,46516.99,0.002367804896605392,0.18983948175447019,A,6.311111111111111,6.480131076253945,HOME BUILDING BLOCK WORD,6.779533678756477,28.200711614599378,72.37848939237716,260.6840333960649,7,0.95
48187,46405.4,0.002362124749450295,0.19220160650392046,A,12.511111111111111,55.57902171072273,DOORMAT NEW ENGLAND,8.5414375,241.8728795207826,329.4506572985604,326.9970893112567,7,0.95
21928,46202.52,0.0023517977644621577,0.1945534042683826,A,26.92222222222222,41.71443336085586,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2.6845454545454546,181.5359429513212,369.9914985068767,855.6211306902086,7,0.95
21523,46083.71,0.0023457501053215798,0.1968991543737042,A,8.811111111111112,24.679678750135235,DOORMAT FANCY FONT HOME SWEET HOME,9.502721518987341,107.4028433967816,169.08062117455938,260.16733472314075,7,0.95
22138,45882.01,0.002335483184619159,0.19923463755832335,A,30.8,48.557915020222104,BAKING SET 9 PIECE RETROSPOT ,5.455741935483871,211.31791039065152,426.9179103906515,641.962823666134,7,0.95
48185,45723.840000000004,0.0023274320252364027,0.20156206958355974,A,9.38888888888889,54.724703835439286,DOORMAT FAIRY CAKE,9.731538461538463,238.1549960791419,303.8772183013641,265.3858591211094,7,0.95
20727,45655.27,0.0023239416794130757,0.20388601126297282,A,38.67777777777778,36.25276319821943,LUNCH BAG  BLACK SKULL.,2.0480668257756562,157.7674445400807,428.5118889845251,1174.1406538700428,7,0.95
21623,45402.18,0.0023110589081657995,0.2061970701711386,A,3.588888888888889,12.761830628387695,VINTAGE UNION JACK MEMOBOARD,10.02135593220339,55.53787431003185,80.66009653225407,161.6881503127814,7,0.95
22355,45377.56,0.002309805702475697,0.20850687587361433,A,61.87777777777778,72.26230426220818,CHARLOTTE BAG SUKI DESIGN,1.2482824427480916,314.4764170855344,747.6208615299788,1902.2708512762533,7,0.95
71477,44680.75,0.002274336723721835,0.21078121259733615,A,29.07777777777778,82.44152510554615,COLOUR GLASS. STAR T-LIGHT HOLDER,4.4296644295302015,358.77509994956046,562.3195443940049,692.239892040769,7,0.95
22326,44257.740000000005,0.002252804695331498,0.21303401729266766,A,27.844444444444445,38.273260497843694,ROUND SNACK BOXES SET OF4 WOODLAND ,3.337603305785124,166.56039347803946,361.4715045891506,780.3929731019815,7,0.95
21175,43851.48,0.002232125274386701,0.21526614256705437,A,38.56666666666667,57.35620667760765,GIN + TONIC DIET METAL SIGN,2.9095,249.6069639316022,519.5736305982689,983.690101819411,7,0.95
84078A,43844.96,0.002231793393757153,0.21749793596081152,A,0.6555555555555556,1.2307279788908236,SET/4 WHITE RETRO STORAGE CUBES ,44.410000000000004,5.355972649365396,9.944861538254283,32.826591788892244,7,0.95
82494L,43811.16,0.0022300729082849577,0.2197280088690965,A,27.07777777777778,26.621723701509374,WOODEN FRAME ANTIQUE WHITE ,3.1788955223880597,115.85437762839327,305.39882207283773,788.5510468400767,7,0.95
22383,43254.35,0.002201730200717704,0.22192973906981417,A,27.92222222222222,28.30281798996064,LUNCH BAG SUKI DESIGN ,2.1395738636363637,123.17028754868613,318.62584310424165,976.0515997778191,7,0.95
23298,43148.18,0.0021963259420614027,0.22412606501187557,A,25.744444444444444,43.31039421332459,SPOTTY BUNTING,5.690387811634349,188.48136291567766,368.6924740267888,574.6881729932732,7,0.95
84029E,42994.24,0.002188490097872356,0.22631455510974793,A,29.58888888888889,56.1155344791132,RED WOOLLY HOTTIE WHITE HEART.,5.128775510204082,244.2077152950732,451.32993751729543,648.96147114388,7,0.95
21915,42664.54,0.002171707729227893,0.22848626283897583,A,66.68888888888888,122.90318180895656,RED  HARMONICA IN BOX ,1.4443018867924529,534.8591171885172,1001.6813394107394,1835.9429489710058,7,0.95
20728,42270.3,0.0021516401495664038,0.23063790298854223,A,30.555555555555557,36.00990947290639,LUNCH BAG CARS BLUE,2.136,156.71057581451117,370.5994647034001,1021.8941149595346,7,0.95
23203,42030.340000000004,0.002139425720752557,0.23277732870929477,A,100.2,140.16912007365326,JUMBO BAG VINTAGE DOILY ,2.2935845588235293,609.9982987927979,1311.398298792798,1785.8209469666529,7,0.95
82482,41837.6,0.002129614881406079,0.23490694359070083,A,28.744444444444444,35.90993706826724,WOODEN PICTURE FRAME WHITE FINISH,3.303555555555556,156.27550854203298,357.4866196531441,796.9802923779569,7,0.95
20713,40667.05,0.002070031618995475,0.2369769752096963,A,41.98888888888889,75.81006887749065,JUMBO BAG OWLS,2.7721538461538464,329.9158403957644,623.8380626179867,1051.5258582913193,7,0.95
22083,40412.82,0.0020570908195399642,0.23903406602923627,A,15.522222222222222,18.350433102837883,PAPER CHAIN KIT RETROSPOT,3.6450495049504954,79.85876610312096,188.51432165867652,557.5536495282341,7,0.95
84997D,39875.14,0.002029721866028424,0.24106378789526467,A,18.07777777777778,51.30870140147938,CHILDRENS CUTLERY POLKADOT PINK,4.614370860927152,223.2889851325606,349.83342957700506,534.7831360774042,7,0.95
85066,38599.979999999996,0.0019648137519833117,0.24302860164724802,A,7.733333333333333,16.190394957779407,CREAM SWEETHEART MINI CHEST,13.909261744966443,70.45855303821148,124.5918863715448,201.4618210322793,7,0.95
20726,38506.74,0.001960067655373031,0.24498866930262106,A,23.1,29.16354268984175,LUNCH BAG WOODLAND,2.267549668874172,126.9160526814096,288.6160526814096,862.3608177013507,7,0.95
22960,38380.11,0.0019536219430847435,0.24694229124570583,A,29.566666666666666,36.31958455464796,JAM MAKING SET WITH JARS,5.328854489164087,158.05824263971215,365.02490930637885,636.4227295516221,7,0.95
22699,38249.5,0.0019469736410870082,0.24888926488679283,A,27.61111111111111,34.815607752987404,ROSES REGENCY TEACUP AND SAUCER ,3.719041095890411,151.5131256413697,344.79090341914747,736.1865575916127,7,0.95
21166,38138.86,0.0019413418507721056,0.25083060673756497,A,49.41111111111111,88.08643412321338,COOK WITH WINE METAL SIGN ,2.359037656903766,383.3410307038362,729.218808481614,1236.534686172873,7,0.95
23284,38133.64,0.001941076142660719,0.25277168288022567,A,35.48888888888889,76.00529871067387,DOORMAT KEEP CALM AND COME IN,9.14823076923077,330.7654559605392,579.1876781827614,532.1561377374534,7,0.95
22720,38108.89,0.0019398163197188007,0.25471149919994446,A,26.455555555555556,64.91450122380824,SET OF 3 CAKE TINS PANTRY DESIGN ,6.10124726477024,282.4997067306908,467.6885956195797,562.6140326181684,7,0.95
82486,38052.33,0.001936937306159411,0.25664843650610386,A,7.433333333333334,8.576518330107309,3 DRAWER ANTIQUE WHITE WOOD CABINET,9.17435754189944,37.3239240439098,89.35725737724313,243.2010264200804,7,0.95
22629,37955.5,0.0019320084715951304,0.258580444977699,A,40.46666666666667,58.58691549029243,SPACEBOY LUNCH BOX ,2.207039711191336,254.96285317206068,538.2295198387274,1156.924644323736,7,0.95
20712,37499.37,0.0019087905710497895,0.26048923554874875,A,34.577777777777776,48.34964731062397,JUMBO BAG WOODLAND ANIMALS,2.7643548387096772,210.41155563518487,452.4560000796293,955.5712501724548,7,0.95
21485,37078.67,0.0018873761261340308,0.2623766116748828,A,22.877777777777776,55.62150419033147,RETROSPOT HEART HOT WATER BOTTLE,5.571981707317073,242.0577579039544,402.2022023483988,547.4740109287053,7,0.95
22727,36543.77,0.0018601486800074816,0.26423676035489024,A,38.955555555555556,73.59678602751785,ALARM CLOCK BAKELIKE RED ,4.452063882063882,320.2839131030679,592.9728019919568,799.2183331515602,7,0.95
22328,36170.310000000005,0.0018411388425978335,0.2660778991974881,A,15.033333333333333,27.34245782661098,ROUND SNACK BOXES SET OF 4 FRUITS ,3.3021893491124263,118.99092146888309,224.22425480221642,576.4851008192167,7,0.95
21524,35955.44,0.0018302015433845006,0.26790810074087257,A,6.2444444444444445,15.708674964356556,DOORMAT SPOTTY HOME SWEET HOME,9.126106870229007,68.36216849696578,112.07327960807689,223.4938402715056,7,0.95
20724,35190.21,0.001791249854097869,0.26969935059497047,A,67.26666666666667,61.15931835969251,RED RETROSPOT CHARLOTTE BAG,1.1378223495702005,266.1576254109049,737.0242920775715,2077.4192595189743,7,0.95
21755,34836.020000000004,0.0017732208970151202,0.27147257149198556,A,4.644444444444445,6.23308575463962,LOVE BUILDING BLOCK WORD,6.776917808219179,27.125601591576675,59.63671270268779,223.6723017604656,7,0.95
22379,34640.84,0.0017632858569422468,0.2732358573489278,A,21.155555555555555,59.53783318400926,RECYCLING BAG RETROSPOT ,3.0883756345177664,259.1011268171719,407.19001570606076,707.1451850856397,7,0.95
84997B,34488.07,0.0017555095680195456,0.27499136691694737,A,12.233333333333333,26.602025820936607,CHILDRENS CUTLERY RETROSPOT RED ,4.596470588235294,115.76865494116446,201.4019882744978,440.77970719768854,7,0.95
22384,34088.79,0.0017351854425953384,0.2767265523595427,A,22.522222222222222,24.000105452443222,LUNCH BAG PINK POLKADOT,2.081474820143885,104.44542627609684,262.1009818316524,888.7537964876659,7,0.95
22382,34071.97,0.0017343292720142043,0.2784608816315569,A,34.955555555555556,42.69293751406955,LUNCH BAG SPACEBOY DESIGN ,2.028963730569948,185.7942693823382,430.4831582712271,1121.4563971149537,7,0.95
22666,33682.62,0.0017145106028248758,0.28017539223438176,A,36.977777777777774,83.98412254412243,RECIPE BOX PANTRY YELLOW DESIGN,3.706256830601093,365.4882890796571,624.3327335241015,853.4224803353476,7,0.95
22630,33380.83,0.0016991489072434001,0.2818745411416252,A,29.822222222222223,48.91638620652769,DOLLY GIRL LUNCH BOX,2.3383834586466166,212.87793169704014,421.6334872525957,964.8805810235076,7,0.95
15036,32967.03,0.0016780856856932673,0.28355262682731847,A,22.38888888888889,56.76671451249588,ASSORTED COLOURS SILK FAN,1.1597115384615384,247.04156851725614,403.7637907394784,1187.14211288697,7,0.95
84997C,32740.36,0.0016665477436227777,0.28521917457094126,A,13.4,36.2466243639015,CHILDRENS CUTLERY POLKADOT BLUE,4.445200000000001,157.74072910883208,251.54072910883207,469.102963334985,7,0.95
22726,32609.32,0.0016598775537921121,0.28687905212473336,A,32.34444444444444,35.11573281818314,ALARM CLOCK BAKELIKE GREEN,4.552974238875878,152.81923200130316,379.2303431124143,720.134606228791,7,0.95
22385,32433.5,0.001650927975220473,0.28852998009995384,A,26.955555555555556,50.21507323749427,JUMBO BAG SPACEBOY DESIGN,2.5705045871559635,218.5296535537345,407.2185424426234,874.9361927498313,7,0.95
22077,31513.11,0.0016040783413815974,0.29013405844133544,A,39.74444444444445,48.90411505319161,6 RIBBONS RUSTIC CHARM,2.352606060606061,212.82452918830427,491.0356402994154,1110.5165614088378,7,0.95
85152,31483.7,0.001602581315413039,0.2917366397567485,A,34.233333333333334,75.64258794562168,HAND OVER THE CHOCOLATE   SIGN ,2.3081683168316833,329.18698454315853,568.8203178764918,1040.5244432827185,7,0.95
22865,31416.04,0.0015991372903524253,0.29333577704710095,A,69.97777777777777,77.40154718203532,HAND WARMER OWL DESIGN,2.3638623326959847,336.84175287797007,826.6861973224145,1470.0442689578324,7,0.95
48184,31142.63,0.0015852201917443494,0.2949209972388453,A,9.122222222222222,39.94463606815418,DOORMAT ENGLISH ROSE ,8.571460674157304,173.83400876504075,237.6895643205963,278.7303983238374,7,0.95
23245,31118.550000000003,0.0015839944731002528,0.2965049917119455,A,29.9,38.688226747796136,SET OF 3 REGENCY CAKE TINS,6.187647058823529,168.36627416270386,377.66627416270387,593.9286254192538,7,0.95
21479,31079.8,0.0015820220230396735,0.2980870137349852,A,19.966666666666665,35.11645704730982,WHITE SKULL HOT WATER BOTTLE ,5.070353356890459,152.8223837549489,292.5890504216155,536.1608519032136,7,0.95
85014B,30776.58,0.0015665875376882207,0.29965360127267343,A,8.455555555555556,20.954003123832454,RED RETROSPOT UMBRELLA,6.883728813559323,91.18917384742366,150.37806273631256,299.4474556437731,7,0.95
23199,30450.690000000002,0.0015499991054239075,0.30120360037809735,A,51.56666666666667,90.35572293256618,JUMBO BAG APPLES,2.640976331360947,393.21668885484246,754.1833555215092,1193.8883243495306,7,0.95
22697,30425.050000000003,0.0015486939797580172,0.30275229435785533,A,22.866666666666667,30.570937542414725,GREEN REGENCY TEACUP AND SAUCER,3.861940298507463,133.04085724141643,293.10752390808307,657.4459928346693,7,0.95
22501,30339.36,0.0015443321927724424,0.30429662655062784,A,0.7333333333333333,3.4376994891609973,PICNIC BASKET WICKER LARGE,16.815,14.960433789176916,20.09376712251025,56.42397875136599,7,0.95
20679,30020.97,0.0015281255250359832,0.3058247520756638,A,6.477777777777778,12.829850417226035,EDWARDIAN PARASOL RED,7.058240740740741,55.83388783607688,101.17833228052133,258.8369175165557,7,0.95
21217,29769.24,0.0015153119804230907,0.3073400640560869,A,2.533333333333333,4.096611065529925,RED RETROSPOT ROUND CAKE TINS,13.482340425531914,17.827933709478376,35.56126704281171,117.11835247535444,7,0.95
22659,29563.809999999998,0.0015048551954954836,0.30884491925158236,A,27.07777777777778,68.73511600950062,LUNCH BOX I LOVE LONDON,2.4774869109947644,299.12653950520155,488.67098394964603,893.2278501582338,7,0.95
84029G,29533.87,0.0015033311915002903,0.3103482504430826,A,16.477777777777778,21.83637524752259,KNITTED UNION FLAG HOT WATER BOTTLE,4.956432160804019,95.02914583319588,210.37359027764035,492.63602542213704,7,0.95
22622,29450.11,0.0014990676452532167,0.3118473180883359,A,5.344444444444444,10.264459839780617,BOX OF VINTAGE ALPHABET BLOCKS,12.835773195876287,44.669632205746225,82.08074331685734,174.34186850111604,7,0.95
47590B,29363.86,0.0014946773531828953,0.3133419954415188,A,4.455555555555556,8.97547412688985,PINK HAPPY BIRTHDAY BUNTING,5.77042105263158,39.0601292594594,70.24901814834828,237.41524894949492,7,0.95
22158,29198.280000000002,0.0014862490104466195,0.31482824445196544,A,26.255555555555556,53.47721448557135,3 HEARTS HANGING DECORATION RUSTIC,3.270597014925373,232.7260800612507,416.51496895013963,765.5234840535796,7,0.95
82483,29003.370000000003,0.0014763277138967492,0.31630457216586216,A,8.377777777777778,11.966228197888865,WOOD 2 DRAWER CABINET WHITE FINISH,7.304540816326531,52.07551306481116,110.71995750925561,289.35393191136694,7,0.95
23355,28718.8,0.0014618425496712262,0.3177664147155334,A,59.5,57.941781125540146,HOT WATER BOTTLE KEEP CALM,5.253548830811554,252.15530993582664,668.6553099358266,909.2713898732407,7,0.95
48188,28639.1,0.0014577856652885641,0.31922420038082194,A,3.7333333333333334,17.978258474551357,DOORMAT WELCOME PUPPIES,8.765964912280701,78.239109148798,104.37244248213133,176.3233993546767,7,0.95
20971,28580.97,0.0014548267356880103,0.3206790271165099,A,52.6,150.66384953118504,PINK BLUE FELT CRAFT TRINKET BOX,1.4548290598290599,655.670035278132,1023.870035278132,1624.6069935707615,7,0.95
84978,28475.96,0.0014494815232786833,0.3221285086397886,A,26.77777777777778,41.72070569813767,HANGING HEART JAR T-LIGHT HOLDER,1.501627906976744,181.56323937059918,369.0076838150436,1140.9524130862928,7,0.95
22866,28266.870000000003,0.0014388384372614838,0.3235673470770501,A,57.58888888888889,75.02398052836831,HAND WARMER SCOTTY DOG DESIGN,2.358449438202247,326.4948832304951,729.6171054527173,1335.1113709629385,7,0.95
22752,28139.45,0.001432352512442929,0.32499969958949304,A,7.2444444444444445,14.846107691251836,SET 7 BABUSHKA NESTING BOXES,10.068318584070797,64.6083847184007,115.31949582951181,229.1846351808358,7,0.95
22188,28112.030000000002,0.0014309567813290947,0.32643065637082214,A,8.555555555555555,41.645357514003116,BLACK HEART CARD HOLDER,4.6269230769230765,181.23533359424096,241.12422248312984,367.4002083391506,7,0.95
21977,28081.73,0.0014294144526365642,0.32786007082345875,A,51.51111111111111,98.54454654784806,PACK OF 60 PINK PAISLEY CAKE CASES,0.6977868852459017,428.85341448892984,789.4311922667076,2321.4027128223006,7,0.95
22467,28059.480000000003,0.0014282818845372642,0.329288352707996,A,30.488888888888887,46.74618093597343,GUMBALL COAT RACK,2.8405531914893616,203.43347258669078,416.855694808913,885.1783143491045,7,0.95
82583,27981.99,0.0014243374934354764,0.3307126902014315,A,36.3,83.45157611187194,HOT BATHS METAL SIGN,2.8381363636363637,363.1707142990615,617.2707142990614,966.2691487583642,7,0.95
23201,27850.83,0.0014176611953723652,0.33213035139680386,A,60.522222222222226,89.43007545038597,JUMBO BAG ALPHABET,2.4997860962566842,389.188387977195,812.8439435327506,1329.4360121076531,7,0.95
22492,27817.59,0.0014159692149849161,0.3335463206117888,A,90.24444444444444,157.91624440479066,MINI PAINT SET VINTAGE ,0.8352631578947368,687.231541355565,1318.942652466676,2808.406729479912,7,0.95
20719,27598.42,0.0014048130374422804,0.33495113364923107,A,37.21111111111111,40.75904656077237,WOODLAND CHARLOTTE BAG,1.2406024096385542,177.37822032001844,437.8559980977962,1479.7264570545851,7,0.95
21930,27368.08,0.0013930882852628277,0.33634422193449387,A,23.444444444444443,33.79188301981248,JUMBO STORAGE BAG SKULLS,2.6444052863436123,147.05800496043312,311.1691160715442,804.4839696360399,7,0.95
22624,27282.73,0.0013887438049358489,0.3377329657394298,A,6.344444444444444,7.93047723253793,IVORY KITCHEN SCALES,9.469277108433735,34.51243482103048,78.9235459321416,221.15655514347765,7,0.95
72741,27239.46,0.0013865412781198163,0.33911950701754956,A,24.1,43.418646787859345,GRAND CHOCOLATECANDLE,1.5751041666666665,188.95246444125934,357.6524644412593,1056.854768258344,7,0.95
22835,27082.84,0.0013785690167394833,0.34049807603428905,A,22.488888888888887,19.251115087151845,HOT WATER BOTTLE I AM SO POORLY,5.860534351145039,83.77842028869438,241.2006425109166,529.2694435582847,7,0.95
84991,27041.21,0.0013764499691002081,0.34187452600338925,A,53.5,99.78802533370424,60 TEATIME FAIRY CAKE CASES,0.673125,434.2648770390167,808.7648770390167,2408.742973261139,7,0.95
